year,player,wins,losses,games_played,saves,hits,strikeouts,wild_pitches,runs_allowed,teams
1963,Moe Drabowsky,7,13,26,0,135,109,6,62,['Kansas City Athletics']
1963,Ray Sadecki,10,10,36,1,198,136,12,100,['St. Louis Cardinals']
1963,Robin Roberts,14,13,35,0,230,124,0,100,['Baltimore Orioles']
1963,Ron Kline,3,8,62,17,85,49,5,36,['Washington Senators']
1963,Roy Face,3,9,56,16,75,41,1,33,['Pittsburgh Pirates']
1963,Stu Miller,5,8,71,27,93,114,1,36,['Baltimore Orioles']
1963,Ted Abernathy,7,2,43,12,54,47,4,25,['Cleveland Indians']
1963,Tommy John,0,2,6,0,23,9,1,10,['Cleveland Indians']
1963,Vern Law,4,5,18,0,91,31,2,45,['Pittsburgh Pirates']
1963,Warren Spahn,23,7,33,0,241,102,4,85,['Milwaukee Braves']
1963,Whitey Ford,24,7,38,1,240,189,9,94,['New York Yankees']
1963,Wilbur Wood,0,5,25,0,67,28,2,35,['Boston Red Sox']
1964,Al Downing,13,8,37,2,201,217,14,104,['New York Yankees']
1964,Bill Henry,2,2,37,6,31,28,1,9,['Cincinnati Reds']
1964,Billy Pierce,3,0,34,4,40,29,1,14,['San Francisco Giants']
1964,Bob Friend,13,18,35,0,253,128,2,98,['Pittsburgh Pirates']
1964,Bob Gibson,19,12,40,1,250,245,6,106,['St. Louis Cardinals']
1964,Bob Miller,7,7,74,9,115,94,7,49,['Los Angeles Dodgers']
1964,Bobby Shantz,2,5,50,1,52,42,2,23,"['Chicago Cubs', 'St. Louis Cardinals', 'Philadelphia Phillies']"
1964,Camilo Pascual,15,12,36,0,245,213,8,121,['Minnesota Twins']
1964,Claude Osteen,15,13,37,0,256,133,3,107,['Washington Senators']
1964,Curt Simmons,18,9,34,0,233,104,1,106,['St. Louis Cardinals']
1964,Dick Hall,9,1,45,7,58,52,0,19,['Baltimore Orioles']
1964,Don McMahon,6,4,70,16,67,92,12,31,['Cleveland Indians']
1964,Fred Norman,0,4,8,0,34,20,6,25,['Chicago Cubs']
1964,Gaylord Perry,12,11,44,5,179,155,5,65,['San Francisco Giants']
1964,Hank Aguirre,5,10,32,1,134,88,2,76,['Detroit Tigers']
1964,Hoyt Wilhelm,12,9,73,27,94,95,3,35,['Chicago White Sox']
1964,Jim Brewer,4,3,34,1,79,63,3,33,['Los Angeles Dodgers']
1964,Jim Bunning,19,8,41,2,248,219,2,99,['Philadelphia Phillies']
1964,Jim Kaat,17,11,36,1,231,171,13,100,['Minnesota Twins']
1964,Jim Perry,6,3,42,2,61,55,6,26,['Minnesota Twins']
1964,Joe Nuxhall,9,8,32,2,146,111,4,73,['Cincinnati Reds']
1964,Johnny Klippstein,2,5,44,3,66,52,9,22,"['Minnesota Twins', 'Philadelphia Phillies']"
1964,Jose Santiago,0,6,34,0,84,64,1,53,['Kansas City Athletics']
1964,Juan Marichal,21,8,33,0,241,206,4,89,['San Francisco Giants']
1964,Juan Pizarro,19,9,33,0,193,162,10,78,['Chicago White Sox']
1964,Ken Johnson,11,16,35,0,209,117,3,100,"[""Houston Colt .45's""]"
1964,Lew Burdette,10,9,36,0,162,43,1,77,"['Chicago Cubs', 'St. Louis Cardinals']"
1964,Lindy McDaniel,1,7,63,15,104,71,10,43,['Chicago Cubs']
1964,Luis Tiant,10,4,19,1,94,105,4,41,['Cleveland Indians']
1964,Mickey Lolich,18,9,44,2,196,192,7,88,['Detroit Tigers']
1964,Mike McCormick,0,2,4,0,21,13,1,10,['Baltimore Orioles']
1964,Milt Pappas,16,7,37,0,225,157,5,89,['Baltimore Orioles']
1964,Moe Drabowsky,5,13,53,1,176,119,9,103,['Kansas City Athletics']
1964,Phil Niekro,0,0,10,0,15,8,1,10,['Milwaukee Braves']
1964,Ray Sadecki,20,11,37,1,232,119,7,104,['St. Louis Cardinals']
1964,Rick Wise,5,3,25,0,78,39,3,41,['Philadelphia Phillies']
1964,Robin Roberts,13,7,31,0,203,109,2,69,['Baltimore Orioles']
1964,Ron Kline,10,7,61,14,81,40,7,29,['Washington Senators']
1964,Roy Face,3,3,55,4,82,63,3,48,['Pittsburgh Pirates']
1964,Stu Miller,7,7,66,23,77,87,1,37,['Baltimore Orioles']
1964,Ted Abernathy,2,6,53,11,66,57,1,40,['Cleveland Indians']
1964,Tommy John,2,9,25,0,97,65,5,53,['Cleveland Indians']
1964,Vern Law,12,13,35,0,203,93,1,85,['Pittsburgh Pirates']
1964,Warren Spahn,6,13,38,4,204,78,6,110,['Milwaukee Braves']
1964,Whitey Ford,17,6,39,1,212,172,6,67,['New York Yankees']
1964,Wilbur Wood,0,2,7,0,29,12,5,19,"['Boston Red Sox', 'Pittsburgh Pirates']"
1965,Al Downing,12,14,35,0,185,179,5,92,['New York Yankees']
1965,Bill Henry,4,2,38,4,43,40,1,18,"['San Francisco Giants', 'Cincinnati Reds']"
1965,Bob Friend,8,12,34,0,221,74,1,89,['Pittsburgh Pirates']
1965,Bob Gibson,20,12,38,1,243,270,8,110,['St. Louis Cardinals']
1965,Bob Miller,6,7,61,9,82,77,4,37,['Los Angeles Dodgers']
1965,Camilo Pascual,9,3,27,0,126,96,7,67,['Minnesota Twins']
1965,Claude Osteen,15,15,40,0,253,162,4,95,['Los Angeles Dodgers']
1965,Curt Simmons,9,15,34,0,229,96,5,104,['St. Louis Cardinals']
1965,Darold Knowles,0,1,5,0,14,12,2,15,['Baltimore Orioles']
1965,Dick Hall,11,8,48,12,84,79,0,34,['Baltimore Orioles']
1965,Don McMahon,3,3,58,11,79,60,8,36,['Cleveland Indians']
1965,Fergie Jenkins,2,1,7,1,7,10,0,3,['Philadelphia Phillies']
1965,Gaylord Perry,8,12,47,1,194,170,12,105,['San Francisco Giants']
1965,Grant Jackson,1,1,6,0,17,15,0,11,['Philadelphia Phillies']
1965,Hank Aguirre,14,10,32,0,185,141,3,89,['Detroit Tigers']
1965,Hoyt Wilhelm,7,7,66,20,88,106,10,34,['Chicago White Sox']
1965,Jim Brewer,3,2,19,2,33,31,2,13,['Los Angeles Dodgers']
1965,Jim Bunning,19,9,39,0,253,268,1,92,['Philadelphia Phillies']
1965,Jim Kaat,18,11,45,2,267,154,3,121,['Minnesota Twins']
1965,Jim Palmer,5,4,27,1,75,75,4,49,['Baltimore Orioles']
1965,Jim Perry,12,7,36,0,142,88,4,57,['Minnesota Twins']
1965,Joe Coleman,2,0,2,0,9,7,0,3,['Washington Senators']
1965,Joe Nuxhall,11,4,32,2,142,117,3,57,['Cincinnati Reds']
1965,Johnny Klippstein,9,3,56,5,59,59,4,22,['Minnesota Twins']
1965,Jose Santiago,0,0,4,0,8,8,0,5,['Kansas City Athletics']
1965,Juan Marichal,22,13,39,1,224,240,2,78,['San Francisco Giants']
1965,Juan Pizarro,6,3,18,0,96,65,4,42,['Chicago White Sox']
1965,Ken Johnson,16,10,37,2,217,151,5,100,"['Milwaukee Braves', 'Houston Astros']"
1965,Lew Burdette,3,5,26,0,121,28,1,67,"['Chicago Cubs', 'Philadelphia Phillies']"
1965,Lindy McDaniel,5,6,71,2,115,92,7,45,['Chicago Cubs']
1965,Luis Tiant,11,11,41,1,166,152,2,88,['Cleveland Indians']
1965,Mickey Lolich,15,9,43,3,216,226,7,103,['Detroit Tigers']
1965,Mike McCormick,8,8,44,1,158,88,1,64,['Washington Senators']
1965,Milt Pappas,13,9,34,0,192,127,5,81,['Baltimore Orioles']
1965,Moe Drabowsky,1,5,14,0,44,25,3,22,['Kansas City Athletics']
1965,Phil Niekro,2,3,41,6,73,49,9,32,['Milwaukee Braves']
1965,Ray Sadecki,6,15,36,1,192,122,6,107,['St. Louis Cardinals']
1965,Robin Roberts,10,9,30,0,171,97,2,73,"['Baltimore Orioles', 'Houston Astros']"
1965,Ron Kline,7,6,74,29,106,52,1,36,['Washington Senators']
1965,Roy Face,5,2,16,0,20,19,2,6,['Pittsburgh Pirates']
1965,Rudy May,4,9,30,0,111,76,9,59,['California Angels']
1965,Steve Carlton,0,0,15,0,27,21,5,7,['St. Louis Cardinals']
1965,Stu Miller,14,7,67,24,87,104,1,26,['Baltimore Orioles']
1965,Ted Abernathy,4,6,84,31,113,104,6,49,['Chicago Cubs']
1965,Tommy John,14,7,39,3,162,126,8,67,['Chicago White Sox']
1965,Tug McGraw,2,7,37,1,88,57,7,47,['New York Mets']
1965,Vern Law,17,9,29,0,182,101,1,66,['Pittsburgh Pirates']
1965,Warren Spahn,7,16,36,0,210,90,2,104,"['New York Mets', 'San Francisco Giants']"
1965,Whitey Ford,16,13,37,1,241,162,7,97,['New York Yankees']
1965,Wilbur Wood,1,1,34,0,44,29,1,21,['Pittsburgh Pirates']
1966,Al Downing,10,11,30,0,178,152,4,90,['New York Yankees']
1966,Bill Henry,1,1,37,1,15,18,1,6,"['New York Yankees', 'San Francisco Giants']"
1966,Bob Friend,6,12,34,1,162,52,0,77,"['New York Mets', 'New York Yankees']"
1966,Bob Gibson,21,12,35,0,210,225,12,90,['St. Louis Cardinals']
1966,Bob Miller,4,2,46,5,70,58,4,31,['Los Angeles Dodgers']
1966,Camilo Pascual,8,6,21,0,113,56,3,63,['Minnesota Twins']
1966,Claude Osteen,17,14,39,0,238,137,5,92,['Los Angeles Dodgers']
1966,Curt Simmons,5,8,29,0,114,38,1,56,"['Chicago Cubs', 'St. Louis Cardinals']"
1966,Darold Knowles,6,5,69,13,98,88,5,38,['Philadelphia Phillies']
1966,Dick Hall,6,2,32,7,59,44,0,30,['Baltimore Orioles']
1966,Don McMahon,9,8,61,10,73,62,5,33,"['Boston Red Sox', 'Cleveland Indians']"
1966,Don Sutton,12,12,37,0,192,209,5,82,['Los Angeles Dodgers']
1966,Fergie Jenkins,6,8,61,5,150,150,1,77,"['Chicago Cubs', 'Philadelphia Phillies']"
1966,Fred Norman,0,0,2,0,5,6,0,2,['Chicago Cubs']
1966,Gaylord Perry,21,8,36,0,242,201,7,92,['San Francisco Giants']
1966,Grant Jackson,0,0,2,0,2,0,0,1,['Philadelphia Phillies']
1966,Hank Aguirre,3,9,30,0,104,50,3,50,['Detroit Tigers']
1966,Hoyt Wilhelm,5,2,46,6,50,61,3,21,['Chicago White Sox']
1966,Jim Brewer,0,2,13,2,17,8,3,9,['Los Angeles Dodgers']
1966,Jim Bunning,19,14,43,1,260,252,5,91,['Philadelphia Phillies']
1966,Jim Kaat,25,13,41,0,271,205,12,114,['Minnesota Twins']
1966,Jim Palmer,15,10,30,0,176,147,7,83,['Baltimore Orioles']
1966,Jim Perry,11,7,33,0,149,122,6,61,['Minnesota Twins']
1966,Joe Coleman,1,0,1,0,6,4,0,2,['Washington Senators']
1966,Joe Nuxhall,6,8,35,0,136,71,2,71,['Cincinnati Reds']
1966,Johnny Klippstein,1,1,26,3,35,26,1,15,['Minnesota Twins']
1966,Jose Santiago,12,13,35,2,155,119,5,87,['Boston Red Sox']
1966,Juan Marichal,25,6,37,0,228,222,3,88,['San Francisco Giants']
1966,Juan Pizarro,8,6,34,3,91,42,2,49,['Chicago White Sox']
1966,Ken Johnson,14,8,32,0,213,105,1,89,['Atlanta Braves']
1966,Lew Burdette,7,2,54,5,80,27,2,32,['California Angels']
1966,Lindy McDaniel,10,5,64,6,103,93,2,48,['San Francisco Giants']
1966,Luis Tiant,12,11,46,8,121,145,3,50,['Cleveland Indians']
1966,Mickey Lolich,14,14,40,3,204,173,11,119,['Detroit Tigers']
1966,Mike McCormick,11,14,41,0,193,101,6,98,['Washington Senators']
1966,Milt Pappas,12,11,33,0,224,133,7,106,['Cincinnati Reds']
1966,Moe Drabowsky,6,0,44,7,62,98,0,31,['Baltimore Orioles']
1966,Nolan Ryan,0,1,2,0,5,6,1,5,['New York Mets']
1966,Phil Niekro,4,3,28,2,48,17,3,32,['Atlanta Braves']
1966,Ray Sadecki,5,8,31,0,141,83,6,91,"['San Francisco Giants', 'St. Louis Cardinals']"
1966,Rick Wise,5,6,22,0,100,58,0,50,['Philadelphia Phillies']
1966,Robin Roberts,5,8,24,1,141,54,2,66,"['Chicago Cubs', 'Houston Astros']"
1966,Ron Kline,6,4,63,23,79,46,0,32,['Washington Senators']
1966,Ron Reed,1,1,2,0,7,6,0,2,['Atlanta Braves']
1966,Roy Face,6,6,54,18,68,67,2,24,['Pittsburgh Pirates']
1966,Stan Bahnsen,1,1,4,1,15,16,3,9,['New York Yankees']
1966,Steve Carlton,3,3,9,0,56,25,2,22,['St. Louis Cardinals']
1966,Stu Miller,9,4,51,18,65,67,1,24,['Baltimore Orioles']
1966,Ted Abernathy,5,7,58,8,84,60,9,53,"['Atlanta Braves', 'Chicago Cubs']"
1966,Tommy John,14,11,34,0,195,138,10,76,['Chicago White Sox']
1966,Tug McGraw,2,9,15,0,72,34,4,38,['New York Mets']
1966,Vern Law,12,8,31,0,203,88,0,85,['Pittsburgh Pirates']
1966,Whitey Ford,2,5,22,0,79,43,1,33,['New York Yankees']
1966,Woodie Fryman,12,9,36,1,182,105,2,86,['Pittsburgh Pirates']
1967,Al Downing,14,10,31,0,158,171,5,65,['New York Yankees']
1967,Bill Henry,2,0,28,2,16,23,1,5,['San Francisco Giants']
1967,Bob Gibson,13,7,24,0,151,147,3,62,['St. Louis Cardinals']
1967,Bob Miller,2,9,52,0,88,32,3,46,['Los Angeles Dodgers']
1967,Camilo Pascual,12,10,28,0,147,106,7,73,['Washington Senators']
1967,Claude Osteen,17,17,39,0,298,152,4,116,['Los Angeles Dodgers']
1967,Curt Simmons,5,8,31,1,144,44,1,65,"['California Angels', 'Chicago Cubs']"
1967,Darold Knowles,6,8,61,14,91,85,2,37,['Washington Senators']
1967,Dick Hall,10,8,48,8,83,49,0,28,['Philadelphia Phillies']
1967,Don McMahon,6,2,63,5,68,84,6,29,"['Chicago White Sox', 'Boston Red Sox']"
1967,Don Sutton,11,15,37,1,223,169,3,106,['Los Angeles Dodgers']
1967,Fergie Jenkins,20,13,38,0,230,236,2,101,['Chicago Cubs']
1967,Fred Norman,0,0,1,0,0,3,0,0,['Chicago Cubs']
1967,Gaylord Perry,15,17,39,1,231,230,13,98,['San Francisco Giants']
1967,Grant Jackson,2,3,43,1,86,83,5,40,['Philadelphia Phillies']
1967,Hank Aguirre,0,1,31,0,34,33,1,15,['Detroit Tigers']
1967,Hoyt Wilhelm,8,3,49,12,58,76,2,21,['Chicago White Sox']
1967,Jerry Koosman,0,2,9,0,22,11,0,17,['New York Mets']
1967,Jim Brewer,5,4,30,1,78,74,3,32,['Los Angeles Dodgers']
1967,Jim Bunning,17,15,40,0,241,253,4,94,['Philadelphia Phillies']
1967,Jim Kaat,16,13,42,0,269,211,9,110,['Minnesota Twins']
1967,Jim Palmer,3,1,9,0,34,23,2,18,['Baltimore Orioles']
1967,Jim Perry,8,7,37,0,123,94,2,51,['Minnesota Twins']
1967,Joe Coleman,8,9,28,0,154,77,8,78,['Washington Senators']
1967,Joe Niekro,10,7,36,0,171,77,1,68,['Chicago Cubs']
1967,Johnny Klippstein,0,0,5,0,6,4,1,4,['Detroit Tigers']
1967,Jose Santiago,12,4,50,5,138,109,3,61,['Boston Red Sox']
1967,Juan Marichal,14,10,26,0,195,166,0,79,['San Francisco Giants']
1967,Juan Pizarro,8,10,50,9,99,96,2,55,['Pittsburgh Pirates']
1967,Ken Johnson,13,9,29,0,191,85,1,78,['Atlanta Braves']
1967,Lew Burdette,1,0,19,1,16,8,0,10,['California Angels']
1967,Lindy McDaniel,2,6,41,3,69,48,1,34,['San Francisco Giants']
1967,Luis Tiant,12,9,33,2,177,219,1,76,['Cleveland Indians']
1967,Mickey Lolich,14,13,31,0,165,174,3,71,['Detroit Tigers']
1967,Mike McCormick,22,10,40,0,220,150,9,88,['San Francisco Giants']
1967,Mike Torrez,0,1,3,0,5,5,0,2,['St. Louis Cardinals']
1967,Milt Pappas,16,13,34,0,218,129,3,88,['Cincinnati Reds']
1967,Moe Drabowsky,7,5,43,12,66,96,2,21,['Baltimore Orioles']
1967,Phil Niekro,11,9,46,9,164,129,19,64,['Atlanta Braves']
1967,Ray Sadecki,12,6,35,0,165,145,9,65,['San Francisco Giants']
1967,Rick Wise,11,11,36,0,177,111,4,69,['Philadelphia Phillies']
1967,Ron Kline,7,1,54,5,71,36,2,33,['Minnesota Twins']
1967,Ron Reed,1,1,3,0,21,11,1,8,['Atlanta Braves']
1967,Roy Face,7,5,61,17,62,41,2,23,['Pittsburgh Pirates']
1967,Sparky Lyle,1,2,27,5,33,42,5,13,['Boston Red Sox']
1967,Steve Carlton,14,9,30,1,173,168,6,71,['St. Louis Cardinals']
1967,Stu Miller,3,10,42,8,63,60,1,28,['Baltimore Orioles']
1967,Ted Abernathy,6,3,70,28,63,88,1,19,['Cincinnati Reds']
1967,Tom Seaver,16,13,35,0,224,170,5,85,['New York Mets']
1967,Tommy John,10,13,31,0,143,110,5,62,['Chicago White Sox']
1967,Tug McGraw,0,3,4,0,13,18,4,16,['New York Mets']
1967,Vern Law,2,6,25,0,122,43,0,57,['Pittsburgh Pirates']
1967,Whitey Ford,2,4,7,0,40,21,2,11,['New York Yankees']
1967,Wilbur Wood,4,2,51,4,95,47,6,34,['Chicago White Sox']
1967,Woodie Fryman,3,8,28,1,121,74,3,67,['Pittsburgh Pirates']
1968,Al Downing,3,3,15,0,54,40,1,24,['New York Yankees']
1968,Bill Henry,0,2,17,0,33,9,3,21,"['Pittsburgh Pirates', 'San Francisco Giants']"
1968,Bob Gibson,22,9,34,0,198,268,4,49,['St. Louis Cardinals']
1968,Bob Miller,0,3,45,2,65,41,1,26,['Minnesota Twins']
1968,Camilo Pascual,13,12,31,0,181,111,6,72,['Washington Senators']
1968,Claude Osteen,12,18,39,0,267,119,4,109,['Los Angeles Dodgers']
1968,Darold Knowles,1,1,32,4,38,37,2,11,['Washington Senators']
1968,Dick Hall,4,1,32,0,53,31,0,26,['Philadelphia Phillies']
1968,Don McMahon,5,2,45,1,53,65,5,18,"['Detroit Tigers', 'Chicago White Sox']"
1968,Don Sutton,11,15,35,1,179,162,4,64,['Los Angeles Dodgers']
1968,Fergie Jenkins,20,15,40,0,255,260,6,96,['Chicago Cubs']
1968,Gaylord Perry,16,15,39,1,240,173,6,93,['San Francisco Giants']
1968,Grant Jackson,1,6,33,1,59,49,3,28,['Philadelphia Phillies']
1968,Hank Aguirre,1,2,25,3,32,25,4,8,['Los Angeles Dodgers']
1968,Hoyt Wilhelm,4,4,72,12,69,72,1,20,['Chicago White Sox']
1968,Jerry Koosman,19,12,35,0,221,178,8,72,['New York Mets']
1968,Jim Brewer,8,3,54,14,59,75,2,22,['Los Angeles Dodgers']
1968,Jim Bunning,4,14,27,0,168,95,3,75,['Pittsburgh Pirates']
1968,Jim Kaat,14,12,30,0,192,130,5,78,['Minnesota Twins']
1968,Jim Perry,8,6,32,1,113,69,2,37,['Minnesota Twins']
1968,Joe Coleman,12,16,33,0,212,139,9,98,['Washington Senators']
1968,Joe Niekro,14,10,34,2,204,65,3,93,['Chicago Cubs']
1968,Jose Santiago,9,4,18,0,96,86,6,34,['Boston Red Sox']
1968,Juan Marichal,26,9,38,0,295,218,8,106,['San Francisco Giants']
1968,Juan Pizarro,7,9,31,2,111,90,6,53,"['Boston Red Sox', 'Pittsburgh Pirates']"
1968,Ken Johnson,5,8,31,0,145,57,3,58,['Atlanta Braves']
1968,Lindy McDaniel,4,1,36,10,60,52,2,26,"['New York Yankees', 'San Francisco Giants']"
1968,Luis Tiant,21,9,34,0,152,264,3,53,['Cleveland Indians']
1968,Mickey Lolich,17,9,39,1,178,197,3,84,['Detroit Tigers']
1968,Mike McCormick,12,14,38,1,196,121,9,92,['San Francisco Giants']
1968,Mike Torrez,2,1,5,0,20,6,2,7,['St. Louis Cardinals']
1968,Milt Pappas,12,13,37,0,181,118,5,77,"['Atlanta Braves', 'Cincinnati Reds']"
1968,Moe Drabowsky,4,4,45,7,35,46,7,17,['Baltimore Orioles']
1968,Nolan Ryan,6,9,21,0,93,133,7,50,['New York Mets']
1968,Phil Niekro,14,12,37,2,228,140,16,83,['Atlanta Braves']
1968,Ray Sadecki,12,18,38,0,225,206,9,94,['San Francisco Giants']
1968,Rick Wise,9,15,30,0,210,97,4,100,['Philadelphia Phillies']
1968,Rollie Fingers,0,0,1,0,4,0,1,4,['Oakland Athletics']
1968,Ron Kline,12,5,56,7,94,48,0,26,['Pittsburgh Pirates']
1968,Ron Reed,11,10,35,0,189,111,9,87,['Atlanta Braves']
1968,Roy Face,2,4,45,13,48,35,0,17,"['Detroit Tigers', 'Pittsburgh Pirates']"
1968,Sparky Lyle,6,1,49,11,67,52,5,25,['Boston Red Sox']
1968,Stan Bahnsen,17,12,37,0,216,162,4,72,['New York Yankees']
1968,Steve Carlton,13,11,34,0,214,162,6,87,['St. Louis Cardinals']
1968,Stu Miller,0,0,2,0,1,1,1,4,['Atlanta Braves']
1968,Ted Abernathy,10,7,78,13,111,64,2,43,['Cincinnati Reds']
1968,Tom Burgmeier,1,4,56,5,65,33,1,41,['California Angels']
1968,Tom Seaver,16,12,36,1,224,205,8,73,['New York Mets']
1968,Tommy John,10,5,25,0,135,117,2,45,['Chicago White Sox']
1968,Wilbur Wood,13,12,88,16,127,74,3,39,['Chicago White Sox']
1968,Woodie Fryman,12,14,34,0,198,151,7,78,['Philadelphia Phillies']
1969,Al Downing,7,5,30,0,117,85,5,57,['New York Yankees']
1969,Bill Henry,0,0,3,0,2,2,0,1,['Houston Astros']
1969,Bill Lee,1,3,20,0,56,45,3,27,['Boston Red Sox']
1969,Bob Gibson,20,13,35,0,251,269,4,84,['St. Louis Cardinals']
1969,Bob Miller,5,5,48,3,118,57,5,42,['Minnesota Twins']
1969,Camilo Pascual,2,5,19,0,63,37,4,49,"['Cincinnati Reds', 'Washington Senators']"
1969,Claude Osteen,20,15,41,0,293,183,8,103,['Los Angeles Dodgers']
1969,Darold Knowles,9,2,53,13,73,59,2,25,['Washington Senators']
1969,Dick Hall,5,2,39,6,49,31,0,14,['Baltimore Orioles']
1969,Don McMahon,6,6,47,13,38,59,4,26,"['Detroit Tigers', 'San Francisco Giants']"
1969,Don Sutton,17,18,41,0,269,217,9,123,['Los Angeles Dodgers']
1969,Fergie Jenkins,21,15,43,1,284,273,7,122,['Chicago Cubs']
1969,Gaylord Perry,19,14,40,0,290,233,12,115,['San Francisco Giants']
1969,Gene Garber,0,0,2,0,6,3,0,3,['Pittsburgh Pirates']
1969,Grant Jackson,14,18,38,1,237,180,7,114,['Philadelphia Phillies']
1969,Hank Aguirre,1,0,41,1,45,19,1,13,['Chicago Cubs']
1969,Hoyt Wilhelm,7,7,52,14,50,67,6,22,"['California Angels', 'Atlanta Braves']"
1969,Jerry Koosman,17,9,32,0,187,180,7,66,['New York Mets']
1969,Jerry Reuss,1,0,1,0,2,3,0,0,['St. Louis Cardinals']
1969,Jim Brewer,7,6,59,20,71,92,3,30,['Los Angeles Dodgers']
1969,Jim Bunning,13,10,34,0,212,157,4,97,"['Los Angeles Dodgers', 'Pittsburgh Pirates']"
1969,Jim Kaat,14,13,40,1,252,139,9,114,['Minnesota Twins']
1969,Jim Palmer,16,4,26,0,131,123,7,48,['Baltimore Orioles']
1969,Jim Perry,20,6,46,0,244,153,3,87,['Minnesota Twins']
1969,Joe Coleman,12,13,40,1,222,182,12,102,['Washington Senators']
1969,Joe Niekro,8,18,41,0,237,62,4,100,"['San Diego Padres', 'Chicago Cubs']"
1969,Jose Santiago,0,0,10,0,11,4,0,5,['Boston Red Sox']
1969,Juan Marichal,21,11,37,0,244,205,5,90,['San Francisco Giants']
1969,Juan Pizarro,4,5,57,7,84,52,2,43,"['Oakland Athletics', 'Boston Red Sox', 'Cleveland Indians']"
1969,Ken Johnson,2,5,30,2,68,59,2,36,"['Chicago Cubs', 'New York Yankees', 'Atlanta Braves']"
1969,Lindy McDaniel,5,6,51,5,84,60,3,37,['New York Yankees']
1969,Luis Tiant,9,20,38,0,229,156,0,123,['Cleveland Indians']
1969,Mickey Lolich,19,11,37,1,214,271,14,111,['Detroit Tigers']
1969,Mike McCormick,11,9,32,0,175,76,6,81,['San Francisco Giants']
1969,Mike Torrez,10,4,24,0,96,61,4,47,['St. Louis Cardinals']
1969,Milt Pappas,6,10,26,0,149,72,1,66,['Atlanta Braves']
1969,Moe Drabowsky,11,9,52,11,68,76,1,33,['Kansas City Royals']
1969,Nolan Ryan,6,3,25,1,60,92,1,38,['New York Mets']
1969,Pedro Borbon,2,3,22,0,55,20,2,31,['California Angels']
1969,Phil Niekro,23,13,40,1,235,193,15,93,['Atlanta Braves']
1969,Ray Sadecki,5,8,29,0,137,104,5,73,['San Francisco Giants']
1969,Rick Wise,15,13,33,0,215,144,4,100,['Philadelphia Phillies']
1969,Rollie Fingers,6,7,60,12,116,61,1,60,['Oakland Athletics']
1969,Ron Kline,1,6,43,4,77,29,1,40,"['Boston Red Sox', 'Pittsburgh Pirates', 'San Francisco Giants']"
1969,Ron Reed,18,10,36,0,227,160,3,103,['Atlanta Braves']
1969,Roy Face,4,2,44,5,62,34,0,29,['Montreal Expos']
1969,Rudy May,10,13,43,2,142,133,3,81,['California Angels']
1969,Sparky Lyle,8,3,71,17,91,93,8,33,['Boston Red Sox']
1969,Stan Bahnsen,9,16,40,1,222,130,10,102,['New York Yankees']
1969,Steve Carlton,17,11,31,0,185,210,7,66,['St. Louis Cardinals']
1969,Ted Abernathy,4,3,56,3,75,55,5,38,['Chicago Cubs']
1969,Tom Burgmeier,3,1,31,0,67,23,2,31,['Kansas City Royals']
1969,Tom Seaver,25,7,36,0,202,208,8,75,['New York Mets']
1969,Tommy John,9,11,33,0,230,128,15,91,['Chicago White Sox']
1969,Tug McGraw,9,3,42,12,89,92,8,31,['New York Mets']
1969,Vida Blue,1,1,12,1,49,24,1,34,['Oakland Athletics']
1969,Wilbur Wood,10,11,76,15,113,73,5,48,['Chicago White Sox']
1969,Woodie Fryman,12,15,36,0,243,150,12,123,['Philadelphia Phillies']
1970,Al Downing,5,13,27,0,118,79,8,66,"['Oakland Athletics', 'Milwaukee Brewers']"
1970,Bert Blyleven,10,9,27,0,143,135,2,66,['Minnesota Twins']
1970,Bill Lee,2,2,11,1,48,19,2,20,['Boston Red Sox']
1970,Bob Gibson,23,7,34,0,262,274,5,111,['St. Louis Cardinals']
1970,Bob Miller,6,8,37,3,129,55,3,61,"['Chicago White Sox', 'Cleveland Indians', 'Chicago Cubs']"
1970,Camilo Pascual,0,0,10,0,12,8,0,4,['Los Angeles Dodgers']
1970,Charlie Hough,0,0,8,2,18,8,0,11,['Los Angeles Dodgers']
1970,Claude Osteen,16,14,37,0,280,114,1,121,['Los Angeles Dodgers']
1970,Darold Knowles,2,14,71,27,100,71,3,36,['Washington Senators']
1970,Dick Hall,10,5,32,3,51,30,0,25,['Baltimore Orioles']
1970,Don McMahon,9,5,61,19,70,74,7,32,['San Francisco Giants']
1970,Don Sutton,15,13,38,0,251,201,9,127,['Los Angeles Dodgers']
1970,Fergie Jenkins,22,16,40,0,265,274,9,128,['Chicago Cubs']
1970,Fred Norman,2,0,31,1,66,47,10,40,"['Los Angeles Dodgers', 'St. Louis Cardinals']"
1970,Gaylord Perry,23,13,41,0,292,214,11,138,['San Francisco Giants']
1970,Gene Garber,0,3,14,0,22,7,0,13,['Pittsburgh Pirates']
1970,Grant Jackson,5,15,32,0,170,104,2,94,['Philadelphia Phillies']
1970,Hank Aguirre,3,0,17,1,13,11,0,10,['Chicago Cubs']
1970,Hoyt Wilhelm,6,5,53,13,73,68,4,33,"['Chicago Cubs', 'Atlanta Braves']"
1970,Jerry Koosman,12,7,30,0,189,118,7,87,['New York Mets']
1970,Jerry Reuss,7,8,20,0,132,74,8,62,['St. Louis Cardinals']
1970,Jim Brewer,7,6,58,24,66,91,8,36,['Los Angeles Dodgers']
