year,player,games_played,innings_played_in_outs,putouts,assists,errors,field_positions,teams
1912,Frank Snyder,11,0,25,9,3,['C'],['St. Louis Cardinals']
1912,Fred Merkle,129,0,1229,72,27,['1B'],['New York Giants']
1912,Gene Moore,5,0,0,3,0,['P'],['Cincinnati Reds']
1912,George Burns,23,0,24,3,0,['OF'],['New York Giants']
1912,George Davis,10,0,0,9,0,['P'],['New York Highlanders']
1912,George McBride,152,0,349,498,53,['SS'],['Washington Senators']
1912,Hank Gowdy,29,0,138,34,9,"['C', '1B']",['Boston Braves']
1912,Harry Davis,2,0,14,2,1,['1B'],['Cleveland Naps']
1912,Harry Hooper,147,0,220,22,9,['OF'],['Boston Red Sox']
1912,Harry Smith,1,0,0,1,0,['P'],['Chicago White Sox']
1912,Heinie Groh,25,0,34,41,8,"['2B', '3B', 'SS']",['New York Giants']
1912,Herb Pennock,17,0,2,15,1,['P'],['Philadelphia Athletics']
1912,Honus Wagner,143,0,341,462,32,['SS'],['Pittsburgh Pirates']
1912,Ivey Wingo,92,0,360,148,23,['C'],['St. Louis Cardinals']
1912,Jack Powell,32,0,3,52,5,['P'],['St. Louis Browns']
1912,Jack Quinn,18,0,4,39,1,['P'],['New York Highlanders']
1912,Jack Ryan,1,0,1,1,0,['3B'],['Washington Senators']
1912,Jack Smith,1,0,2,1,0,['3B'],['Detroit Tigers']
1912,Jim Bagby,5,0,1,4,0,['P'],['Cincinnati Reds']
1912,Jimmy Austin,149,0,219,292,50,['3B'],['St. Louis Browns']
1912,Jimmy Sheckard,146,0,332,26,14,['OF'],['Chicago Cubs']
1912,Joe Schultz,4,0,6,8,3,['2B'],['Boston Braves']
1912,Johnny Evers,143,0,319,439,32,['2B'],['Chicago Cubs']
1912,Kid Gleason,1,0,1,1,0,['2B'],['Chicago White Sox']
1912,Larry Gardner,143,0,167,296,35,['3B'],['Boston Red Sox']
1912,Lou Criger,1,0,5,1,0,['C'],['St. Louis Browns']
1912,Max Carey,150,0,369,19,13,['OF'],['Pittsburgh Pirates']
1912,Mike Gonzalez,1,0,3,4,1,['C'],['Boston Braves']
1912,Nap Lajoie,117,0,412,261,24,"['2B', '1B']",['Cleveland Naps']
1912,Nick Altrock,2,0,3,0,1,"['1B', 'P']",['Washington Senators']
1912,Pete Alexander,46,0,10,75,3,['P'],['Philadelphia Phillies']
1912,Rabbit Maranville,26,0,46,97,11,['SS'],['Boston Braves']
1912,Ray Schalk,23,0,115,40,14,['C'],['Chicago White Sox']
1912,Red Ames,33,0,6,53,1,['P'],['New York Giants']
1912,Roger Bresnahan,28,0,138,49,5,['C'],['St. Louis Cardinals']
1912,Roger Peckinpaugh,68,0,127,188,26,['SS'],['Cleveland Naps']
1912,Rube Marquard,43,0,2,58,1,['P'],['New York Giants']
1912,Sam Crawford,149,0,169,16,3,['OF'],['Detroit Tigers']
1912,Shano Collins,151,0,632,46,10,"['OF', '1B']",['Chicago White Sox']
1912,Sherry Magee,130,0,312,8,12,"['OF', '1B']",['Philadelphia Phillies']
1912,Steve O'Neill,68,0,316,108,17,['C'],['Cleveland Naps']
1912,Stuffy McInnis,153,0,1533,100,27,['1B'],['Philadelphia Athletics']
1912,Terry Turner,103,0,129,199,17,['3B'],['Cleveland Naps']
1912,Tom Hughes,31,0,6,57,7,['P'],['Washington Senators']
1912,Tommy Leach,101,0,255,22,7,"['OF', '3B']","['Pittsburgh Pirates', 'Chicago Cubs']"
1912,Tris Speaker,153,0,372,35,18,['OF'],['Boston Red Sox']
1912,Ty Cobb,140,0,324,21,22,['OF'],['Detroit Tigers']
1912,Walter Johnson,50,0,15,93,4,['P'],['Washington Senators']
1912,Zack Wheat,120,0,285,13,10,['OF'],['Brooklyn Dodgers']
1913,Amos Strunk,81,0,168,9,7,['OF'],['Philadelphia Athletics']
1913,Babe Adams,43,0,10,74,1,['P'],['Pittsburgh Pirates']
1913,Bill Doak,15,0,7,26,2,['P'],['St. Louis Cardinals']
1913,Bob Smith,1,0,0,0,0,['P'],['Chicago White Sox']
1913,Bobby Wallace,46,0,75,119,12,"['3B', 'SS']",['St. Louis Browns']
1913,Bullet Joe Bush,39,0,15,74,2,['P'],['Philadelphia Athletics']
1913,Charles Bender,48,0,8,56,2,['P'],['Philadelphia Athletics']
1913,Christy Mathewson,40,0,13,100,3,['P'],['New York Giants']
1913,Clark Griffith,2,0,0,0,0,"['OF', 'P']",['Washington Senators']
1913,Clyde Milan,154,0,296,20,23,['OF'],['Washington Senators']
1913,Cy Seymour,18,0,34,4,2,['OF'],['Boston Braves']
1913,Cy Williams,44,0,77,4,2,['OF'],['Chicago Cubs']
1913,Danny Murphy,9,0,5,0,0,['OF'],['Philadelphia Athletics']
1913,Donie Bush,153,0,331,510,56,['SS'],['Detroit Tigers']
1913,Dutch Leonard,42,0,5,68,8,['P'],['Boston Red Sox']
1913,Ed Walsh,16,0,6,32,3,['P'],['Chicago White Sox']
1913,Edd Roush,2,0,3,0,0,['OF'],['Chicago White Sox']
1913,Eddie Collins,148,0,314,449,28,['2B'],['Philadelphia Athletics']
1913,Eddie Plank,41,0,6,59,2,['P'],['Philadelphia Athletics']
1913,Eppa Rixey,35,0,1,39,0,['P'],['Philadelphia Phillies']
1913,Frank Chance,7,0,86,5,0,['1B'],['New York Yankees']
1913,Frank Snyder,7,0,31,12,2,['C'],['St. Louis Cardinals']
1913,Fred Clarke,2,0,2,0,0,['OF'],['Pittsburgh Pirates']
1913,Fred Merkle,153,0,1463,76,22,['1B'],['New York Giants']
1913,George Burns,150,0,321,22,13,['OF'],['New York Giants']
1913,George Davis,2,0,0,1,1,['P'],['Boston Braves']
1913,George McBride,150,0,316,490,34,['SS'],['Washington Senators']
1913,Hank Gowdy,2,0,9,0,0,['C'],['Boston Braves']
1913,Harry Davis,6,0,33,4,0,['1B'],['Philadelphia Athletics']
1913,Harry Hooper,148,0,248,25,9,"['OF', 'P']",['Boston Red Sox']
1913,Heinie Groh,120,0,256,366,24,"['2B', '3B', 'SS']","['New York Giants', 'Cincinnati Reds']"
1913,Heinie Peitz,3,0,3,2,3,"['C', 'OF']",['St. Louis Cardinals']
1913,Herb Pennock,14,0,0,9,0,['P'],['Philadelphia Athletics']
1913,Honus Wagner,105,0,289,323,24,['SS'],['Pittsburgh Pirates']
1913,Ivey Wingo,104,0,393,139,31,"['C', '1B', 'OF']",['St. Louis Cardinals']
1913,Jack Powell,2,0,0,3,0,['P'],['St. Louis Browns']
1913,Jack Quinn,8,0,0,24,0,['P'],['Boston Braves']
1913,Jack Ryan,1,0,1,1,0,['C'],['Washington Senators']
1913,Jimmy Austin,142,0,216,288,30,['3B'],['St. Louis Browns']
1913,Jimmy Sheckard,84,0,134,10,6,['OF'],"['Cincinnati Reds', 'St. Louis Cardinals']"
1913,Joe Schultz,6,0,11,1,0,"['OF', '2B']",['Boston Braves']
1913,Joe Smith,14,0,43,17,3,['C'],['New York Yankees']
1913,Johnny Evers,136,0,303,426,30,['2B'],['Chicago Cubs']
1913,Larry Gardner,130,0,126,220,21,['3B'],['Boston Red Sox']
1913,Les Mann,120,0,250,14,11,['OF'],['Boston Braves']
1913,Max Carey,154,0,363,28,16,['OF'],['Pittsburgh Pirates']
1913,Nap Lajoie,126,0,279,363,20,['2B'],['Cleveland Naps']
1913,Nick Altrock,4,0,1,4,1,['P'],['Washington Senators']
1913,Pete Alexander,47,0,10,82,0,['P'],['Philadelphia Phillies']
1913,Rabbit Maranville,143,0,317,475,43,['SS'],['Boston Braves']
1913,Ray Schalk,125,0,599,154,15,['C'],['Chicago White Sox']
1913,Red Ames,39,0,2,67,1,['P'],"['New York Giants', 'Cincinnati Reds']"
1913,Roger Bresnahan,58,0,194,67,10,['C'],['Chicago Cubs']
1913,Roger Peckinpaugh,93,0,184,303,36,['SS'],['New York Yankees']
1913,Rube Marquard,42,0,4,46,2,['P'],['New York Giants']
1913,Sam Crawford,153,0,357,21,14,"['OF', '1B']",['Detroit Tigers']
1913,Shano Collins,147,0,244,19,14,['OF'],['Chicago White Sox']
1913,Sherry Magee,127,0,257,8,8,"['OF', '1B']",['Philadelphia Phillies']
1913,Steve O'Neill,80,0,353,119,13,['C'],['Cleveland Naps']
1913,Stuffy McInnis,148,0,1504,80,12,['1B'],['Philadelphia Athletics']
1913,Terry Turner,117,0,188,279,18,"['2B', '3B', 'SS']",['Cleveland Naps']
1913,Tom Daly,1,0,6,1,0,['C'],['Chicago White Sox']
1913,Tom Hughes,36,0,10,41,5,['P'],['Washington Senators']
1913,Tommy Leach,123,0,277,17,6,"['OF', '3B']",['Chicago Cubs']
1913,Tris Speaker,139,0,374,30,25,['OF'],['Boston Red Sox']
1913,Ty Cobb,119,0,263,22,19,"['OF', '2B']",['Detroit Tigers']
1913,Wally Schang,72,0,317,97,14,['C'],['Philadelphia Athletics']
1913,Walter Johnson,49,0,22,82,0,"['OF', 'P']",['Washington Senators']
1913,Zack Wheat,135,0,338,13,8,['OF'],['Brooklyn Superbas']
1914,Amos Strunk,120,0,280,14,4,['OF'],['Philadelphia Athletics']
1914,Babe Adams,40,0,13,62,0,['P'],['Pittsburgh Pirates']
1914,Babe Ruth,4,0,0,7,0,['P'],['Boston Red Sox']
1914,Bill Doak,36,0,9,93,8,['P'],['St. Louis Cardinals']
1914,Billy Sullivan,1,0,1,0,0,['C'],['Chicago White Sox']
1914,Bob Smith,15,0,1,14,1,['P'],['Buffalo Buffeds']
1914,Bobby Wallace,21,0,27,49,9,"['3B', 'SS']",['St. Louis Browns']
1914,Bullet Joe Bush,38,0,8,55,3,['P'],['Philadelphia Athletics']
1914,Charles Bender,28,0,7,47,2,['P'],['Philadelphia Athletics']
1914,Christy Mathewson,41,0,15,91,5,['P'],['New York Giants']
1914,Clark Griffith,1,0,0,0,0,['P'],['Washington Senators']
1914,Clyde Milan,113,0,230,10,13,['OF'],['Washington Senators']
1914,Cy Williams,27,0,46,2,3,['OF'],['Chicago Cubs']
1914,Danny Murphy,46,0,65,8,1,['OF'],['Brooklyn Tip-Tops']
1914,Dolf Luque,2,0,1,0,0,['P'],['Boston Braves']
1914,Donie Bush,157,0,425,544,58,['SS'],['Detroit Tigers']
1914,Dutch Leonard,36,0,6,41,2,['P'],['Boston Red Sox']
1914,Ed Walsh,8,0,7,15,1,['P'],['Chicago White Sox']
1914,Edd Roush,45,0,102,6,2,"['OF', '1B']",['Indianapolis Hoosiers']
1914,Eddie Collins,152,0,354,387,23,['2B'],['Philadelphia Athletics']
1914,Eddie Plank,34,0,7,36,1,['P'],['Philadelphia Athletics']
1914,Elmer Smith,13,0,29,2,0,['OF'],['Cleveland Naps']
1914,Eppa Rixey,24,0,5,29,6,['P'],['Philadelphia Phillies']
1914,Frank Chance,1,0,1,0,0,['1B'],['New York Yankees']
1914,Frank Smith,40,0,11,57,2,"['OF', 'P']",['Baltimore Terrapins']
1914,Frank Snyder,98,0,419,130,12,['C'],['St. Louis Cardinals']
1914,Fred Merkle,146,0,1463,88,16,['1B'],['New York Giants']
1914,George Burns,291,0,1905,98,48,"['OF', '1B']","['Detroit Tigers', 'New York Giants']"
1914,George Davis,9,0,1,7,0,['P'],['Boston Braves']
1914,George McBride,156,0,367,460,36,['SS'],['Washington Senators']
1914,Hank Gowdy,124,0,534,156,22,"['C', '1B']",['Boston Braves']
1914,Harry Davis,1,0,12,0,0,['1B'],['Philadelphia Athletics']
1914,Harry Heilmann,53,0,209,31,11,"['2B', '1B', 'OF']",['Detroit Tigers']
1914,Harry Hooper,140,0,231,23,7,['OF'],['Boston Red Sox']
1914,Harry Smith,4,0,18,4,0,['C'],['New York Giants']
1914,Heinie Groh,136,0,257,399,45,"['2B', 'SS']",['Cincinnati Reds']
1914,Herb Pennock,28,0,9,37,3,['P'],['Philadelphia Athletics']
1914,Honus Wagner,150,0,344,460,43,"['1B', '3B', 'SS']",['Pittsburgh Pirates']
1914,Ivey Wingo,74,0,276,93,16,"['C', 'OF']",['St. Louis Cardinals']
1914,Jack Quinn,48,0,19,104,8,"['OF', 'P']",['Baltimore Terrapins']
1914,Jimmy Austin,127,0,183,249,30,['3B'],['St. Louis Browns']
1914,Joe Kelly,139,0,319,15,19,['OF'],['Pittsburgh Pirates']
1914,John McGraw,1,0,0,0,0,['P'],['Brooklyn Tip-Tops']
1914,Johnny Evers,139,0,301,397,17,['2B'],['Boston Braves']
1914,Larry Gardner,153,0,187,312,31,['3B'],['Boston Red Sox']
1914,Les Mann,123,0,273,24,15,['OF'],['Boston Braves']
1914,Max Carey,154,0,318,23,12,['OF'],['Pittsburgh Pirates']
1914,Mike Gonzalez,83,0,252,101,17,['C'],['Cincinnati Reds']
1914,Nap Lajoie,111,0,487,233,22,"['2B', '1B']",['Cleveland Naps']
1914,Nick Altrock,1,0,0,0,0,['P'],['Washington Senators']
1914,Pete Alexander,47,0,18,102,3,"['OF', 'P']",['Philadelphia Phillies']
1914,Rabbit Maranville,156,0,407,574,65,['SS'],['Boston Braves']
1914,Ray Schalk,125,0,613,183,21,['C'],['Chicago White Sox']
1914,Red Ames,47,0,8,99,9,['P'],['Cincinnati Reds']
1914,Red Faber,40,0,7,58,2,['P'],['Chicago White Sox']
1914,Roger Bresnahan,100,0,377,131,12,"['C', '2B', 'OF']",['Chicago Cubs']
1914,Roger Peckinpaugh,157,0,356,500,39,['SS'],['New York Yankees']
1914,Rube Bressler,29,0,6,26,2,['P'],['Philadelphia Athletics']
1914,Rube Marquard,39,0,5,77,3,['P'],['New York Giants']
1914,Sad Sam Jones,1,0,0,1,0,['P'],['Cleveland Naps']
1914,Sam Crawford,157,0,193,18,5,['OF'],['Detroit Tigers']
1914,Shano Collins,154,0,268,21,9,['OF'],['Chicago White Sox']
1914,Sherry Magee,146,0,549,187,37,"['2B', '1B', 'SS', 'OF']",['Philadelphia Phillies']
1914,Steve O'Neill,83,0,394,134,24,"['C', '1B']",['Cleveland Naps']
1914,Stuffy McInnis,149,0,1423,85,7,['1B'],['Philadelphia Athletics']
1914,Terry Turner,121,0,168,290,15,"['2B', '3B']",['Cleveland Naps']
1914,Tom Daly,34,0,60,6,4,"['C', '1B', '3B', 'OF']",['Chicago White Sox']
1914,Tom Hughes,2,0,2,6,0,['P'],['Boston Braves']
1914,Tommy Leach,152,0,346,42,18,"['OF', '3B']",['Chicago Cubs']
1914,Tris Speaker,158,0,425,30,15,"['OF', '1B', 'P']",['Boston Red Sox']
1914,Ty Cobb,96,0,177,8,10,['OF'],['Detroit Tigers']
1914,Wally Schang,100,0,498,154,30,['C'],['Philadelphia Athletics']
1914,Walter Johnson,52,0,30,102,5,"['OF', 'P']",['Washington Senators']
1914,Zack Wheat,144,0,331,21,14,['OF'],['Brooklyn Robins']
1915,Amos Strunk,130,0,413,32,9,"['OF', '1B']",['Philadelphia Athletics']
1915,Babe Adams,40,0,3,67,0,['P'],['Pittsburgh Pirates']
1915,Babe Ruth,32,0,17,63,2,['P'],['Boston Red Sox']
1915,Bill Doak,38,0,10,108,3,['P'],['St. Louis Cardinals']
1915,Bill Donovan,9,0,1,7,0,['P'],['New York Yankees']
1915,Bob O'Farrell,2,0,1,1,1,['C'],['Chicago Cubs']
1915,Bob Smith,1,0,0,1,0,['P'],['Buffalo Blues']
1915,Bobby Wallace,9,0,11,17,5,['SS'],['St. Louis Browns']
1915,Bullet Joe Bush,25,0,7,39,3,['P'],['Philadelphia Athletics']
1915,Charles Bender,26,0,12,45,4,['P'],['Baltimore Terrapins']
1915,Charlie Jamieson,17,0,36,5,0,['OF'],['Washington Senators']
1915,Christy Mathewson,27,0,8,54,1,['P'],['New York Giants']
1915,Clyde Milan,151,0,352,13,21,['OF'],['Washington Senators']
1915,Cy Perkins,6,0,38,8,4,['C'],['Philadelphia Athletics']
1915,Cy Williams,149,0,347,14,12,['OF'],['Chicago Cubs']
1915,Danny Murphy,2,0,0,1,0,"['OF', '2B']",['Brooklyn Tip-Tops']
1915,Dave Bancroft,153,0,336,492,64,['SS'],['Philadelphia Phillies']
1915,Dazzy Vance,9,0,1,9,2,['P'],"['New York Yankees', 'Pittsburgh Pirates']"
1915,Dolf Luque,2,0,0,2,0,['P'],['Boston Braves']
1915,Donie Bush,155,0,340,504,57,['SS'],['Detroit Tigers']
1915,Dutch Leonard,32,0,3,30,2,['P'],['Boston Red Sox']
1915,Ed Walsh,3,0,3,4,0,['P'],['Chicago White Sox']
1915,Edd Roush,144,0,331,20,10,['OF'],['Newark Pepper']
1915,Eddie Collins,155,0,344,487,22,['2B'],['Chicago White Sox']
1915,Eddie Plank,42,0,13,58,1,['P'],['St. Louis Terriers']
1915,Elmer Smith,123,0,202,15,18,['OF'],['Cleveland Indians']
1915,Eppa Rixey,29,0,7,47,4,['P'],['Philadelphia Phillies']
1915,Ernie Johnson,152,0,348,477,51,['SS'],['St. Louis Terriers']
1915,Frank Smith,32,0,7,50,1,['P'],"['Baltimore Terrapins', 'Brooklyn Tip-Tops']"
1915,Frank Snyder,142,0,592,204,14,['C'],['St. Louis Cardinals']
1915,Fred Clarke,1,0,0,0,0,['OF'],['Pittsburgh Pirates']
1915,Fred Merkle,140,0,1191,58,15,"['OF', '1B']",['New York Giants']
1915,George Burns,259,0,1433,70,29,"['OF', '1B']","['Detroit Tigers', 'New York Giants']"
1915,George Davis,15,0,2,21,1,['P'],['Boston Braves']
1915,George Kelly,13,0,62,4,2,"['OF', '1B']",['New York Giants']
1915,George McBride,146,0,326,422,25,['SS'],['Washington Senators']
1915,Hank Gowdy,114,0,460,148,16,['C'],['Boston Braves']
1915,Harry Davis,1,0,0,0,0,['1B'],['Philadelphia Athletics']
1915,Harry Hooper,149,0,255,23,8,['OF'],['Boston Red Sox']
1915,Harry Smith,38,0,117,29,5,"['C', 'OF']","['New York Giants', 'Brooklyn Tip-Tops']"
1915,Heinie Groh,160,0,216,360,18,"['2B', '3B']",['Cincinnati Reds']
1915,Herb Pennock,16,0,2,15,2,['P'],"['Boston Red Sox', 'Philadelphia Athletics']"
1915,Honus Wagner,153,0,421,428,38,"['2B', '1B', 'SS']",['Pittsburgh Pirates']
1915,Ivey Wingo,99,0,415,124,20,"['C', 'OF']",['Cincinnati Reds']
1915,Jack Quinn,45,0,10,98,3,"['OF', 'P']",['Baltimore Terrapins']
1915,Jack Smith,4,0,5,0,0,['OF'],['St. Louis Cardinals']
1915,Jim Hickman,20,0,45,7,2,['OF'],['Baltimore Terrapins']
1915,Jimmy Austin,141,0,188,264,41,['3B'],['St. Louis Browns']
1915,Joe Judge,12,0,97,5,1,"['OF', '1B']",['Washington Senators']
1915,Joe Schultz,30,0,46,46,11,"['2B', '3B', 'SS']","['Brooklyn Robins', 'Chicago Cubs']"
1915,Johnny Evers,82,0,170,209,16,['2B'],['Boston Braves']
1915,Ken Williams,62,0,117,11,7,['OF'],['Cincinnati Reds']
1915,Larry Gardner,127,0,134,227,26,['3B'],['Boston Red Sox']
1915,Les Mann,131,0,269,17,9,"['OF', 'SS']",['Chicago Whales']
1915,Max Carey,139,0,307,21,6,['OF'],['Pittsburgh Pirates']
1915,Mike Gonzalez,40,0,175,31,2,"['C', '1B']",['St. Louis Cardinals']
1915,Muddy Ruel,6,0,20,3,1,['C'],['St. Louis Browns']
1915,Nap Lajoie,127,0,318,373,26,"['2B', '1B', '3B', 'SS']",['Philadelphia Athletics']
1915,Nick Altrock,1,0,0,0,0,['P'],['Washington Senators']
1915,Pete Alexander,49,0,22,120,3,['P'],['Philadelphia Phillies']
1915,Rabbit Maranville,149,0,391,486,55,['SS'],['Boston Braves']
1915,Ray Schalk,134,0,655,159,13,['C'],['Chicago White Sox']
1915,Red Ames,32,0,5,61,2,['P'],"['St. Louis Cardinals', 'Cincinnati Reds']"
1915,Red Faber,50,0,7,85,8,['P'],['Chicago White Sox']
1915,Roger Bresnahan,68,0,345,95,8,['C'],['Chicago Cubs']
1915,Roger Peckinpaugh,142,0,291,468,47,['SS'],['New York Yankees']
1915,Rogers Hornsby,18,0,48,46,8,['SS'],['St. Louis Cardinals']
1915,Rube Bressler,32,0,7,56,7,['P'],['Philadelphia Athletics']
1915,Rube Marquard,33,0,6,51,6,['P'],"['New York Giants', 'Brooklyn Robins']"
1915,Sad Sam Jones,48,0,6,46,4,['P'],['Cleveland Indians']
1915,Sam Crawford,156,0,219,8,6,['OF'],['Detroit Tigers']
1915,Sam Rice,4,0,1,7,1,['P'],['Washington Senators']
1915,Shano Collins,151,0,713,41,20,"['OF', '1B']",['Chicago White Sox']
1915,Sherry Magee,156,0,524,26,7,"['OF', '1B']",['Boston Braves']
1915,Steve O'Neill,115,0,556,175,24,['C'],['Cleveland Indians']
1915,Stuffy McInnis,119,0,1123,83,13,['1B'],['Philadelphia Athletics']
1915,Terry Turner,71,0,92,190,10,"['2B', '3B']",['Cleveland Indians']
1915,Tom Daly,20,0,61,9,3,"['C', '1B']",['Chicago White Sox']
1915,Tom Hughes,50,0,6,59,3,['P'],['Boston Braves']
1915,Tommy Leach,96,0,200,9,9,['OF'],['Cincinnati Reds']
1915,Tris Speaker,150,0,378,21,10,['OF'],['Boston Red Sox']
1915,Ty Cobb,156,0,328,22,18,['OF'],['Detroit Tigers']
1915,Wally Schang,110,0,240,139,40,"['C', '3B', 'OF']",['Philadelphia Athletics']
1915,Walter Johnson,51,0,23,95,6,"['OF', 'P']",['Washington Senators']
1915,Zack Wheat,144,0,345,18,18,['OF'],['Brooklyn Robins']
1916,Amos Strunk,150,0,368,24,8,"['OF', '1B']",['Philadelphia Athletics']
1916,Babe Adams,16,0,2,20,0,['P'],['Pittsburgh Pirates']
1916,Babe Ruth,44,0,24,83,3,['P'],['Boston Red Sox']
1916,Bill Doak,29,0,6,64,4,['P'],['St. Louis Cardinals']
1916,Bill Donovan,1,0,0,0,0,['P'],['New York Yankees']
1916,Billy Sullivan,1,0,0,0,0,['C'],['Detroit Tigers']
1916,Bob O'Farrell,1,0,0,0,0,['C'],['Chicago Cubs']
1916,Bobby Wallace,14,0,8,27,2,"['3B', 'SS']",['St. Louis Browns']
1916,Bullet Joe Bush,40,0,19,94,6,['P'],['Philadelphia Athletics']
1916,Burleigh Grimes,6,0,1,16,3,['P'],['Pittsburgh Pirates']
1916,Charles Bender,28,0,9,40,2,"['3B', 'P']",['Philadelphia Phillies']
1916,Charlie Grimm,7,0,7,0,1,['OF'],['Philadelphia Athletics']
1916,Charlie Jamieson,46,0,90,7,8,"['OF', '1B', 'P']",['Washington Senators']
1916,Christy Mathewson,13,0,6,28,0,['P'],"['New York Giants', 'Cincinnati Reds']"
1916,Clarence Mitchell,41,0,68,56,3,"['OF', '1B', 'P']",['Cincinnati Reds']
1916,Clyde Milan,149,0,372,27,16,['OF'],['Washington Senators']
1916,Cy Williams,116,0,260,7,3,['OF'],['Chicago Cubs']
1916,Dave Bancroft,142,0,326,510,60,['SS'],['Philadelphia Phillies']
1916,Donie Bush,144,0,278,435,34,['SS'],['Detroit Tigers']
1916,Dutch Leonard,48,0,7,49,3,['P'],['Boston Red Sox']
1916,Earl Smith,7,0,4,0,1,['OF'],['Chicago Cubs']
1916,Ed Walsh,2,0,0,2,0,['P'],['Chicago White Sox']
1916,Edd Roush,84,0,210,9,7,['OF'],"['New York Giants', 'Cincinnati Reds']"
1916,Eddie Collins,155,0,346,415,19,['2B'],['Chicago White Sox']
1916,Eddie Plank,37,0,6,51,2,['P'],['St. Louis Browns']
1916,Elmer Smith,102,0,152,12,4,['OF'],"['Cleveland Indians', 'Washington Senators']"
1916,Eppa Rixey,38,0,5,90,1,['P'],['Philadelphia Phillies']
1916,Ernie Johnson,72,0,126,209,24,"['3B', 'SS']",['St. Louis Browns']
1916,Frank Snyder,119,0,731,138,19,"['C', '1B', 'SS']",['St. Louis Cardinals']
1916,Fred Merkle,131,0,1314,63,21,"['OF', '1B']","['New York Giants', 'Brooklyn Robins']"
1916,George Burns,279,0,1644,73,34,"['OF', '1B']","['Detroit Tigers', 'New York Giants']"
1916,George Kelly,26,0,107,2,2,"['OF', '1B', '3B']",['New York Giants']
1916,George McBride,139,0,282,438,32,['SS'],['Washington Senators']
1916,George Smith,9,0,1,8,1,['P'],['New York Giants']
1916,Hank Gowdy,116,0,533,158,14,['C'],['Boston Braves']
1916,Harry Heilmann,116,0,442,47,13,"['2B', '1B', 'OF']",['Detroit Tigers']
1916,Harry Hooper,151,0,266,19,10,['OF'],['Boston Red Sox']
1916,Heinie Groh,148,0,226,369,23,"['2B', '3B', 'SS']",['Cincinnati Reds']
1916,Herb Pennock,9,0,3,4,0,['P'],['Boston Red Sox']
1916,Honus Wagner,120,0,417,282,35,"['2B', '1B', 'SS']",['Pittsburgh Pirates']
1916,Ivey Wingo,107,0,463,170,28,['C'],['Cincinnati Reds']
1916,Jack Smith,120,0,212,12,12,['OF'],['St. Louis Cardinals']
1916,Jim Bagby,48,0,24,62,5,['P'],['Cleveland Indians']
1916,Jim Hickman,3,0,2,0,0,['OF'],['Brooklyn Robins']
1916,Jimmy Austin,124,0,128,274,26,['3B'],['St. Louis Browns']
1916,Joe Judge,103,0,935,69,14,['1B'],['Washington Senators']
1916,Joe Kelly,46,0,98,4,5,['OF'],['Chicago Cubs']
1916,Joe Schultz,55,0,75,86,22,"['OF', '2B', '3B', 'SS']",['Pittsburgh Pirates']
1916,Johnny Evers,71,0,98,175,14,['2B'],['Boston Braves']
1916,Ken Williams,10,0,19,2,1,['OF'],['Cincinnati Reds']
1916,Larry Gardner,147,0,149,278,21,['3B'],['Boston Red Sox']
1916,Les Mann,115,0,200,9,6,['OF'],['Chicago Cubs']
1916,Max Carey,154,0,419,32,8,['OF'],['Pittsburgh Pirates']
1916,Mike Gonzalez,106,0,483,138,10,"['C', '1B']",['St. Louis Cardinals']
1916,Nap Lajoie,112,0,307,332,17,"['2B', '1B', 'OF']",['Philadelphia Athletics']
1916,Pete Alexander,48,0,17,102,1,['P'],['Philadelphia Phillies']
1916,Rabbit Maranville,155,0,386,515,50,['SS'],['Boston Braves']
1916,Ray Schalk,124,0,653,166,10,['C'],['Chicago White Sox']
1916,Red Ames,45,0,3,56,6,['P'],['St. Louis Cardinals']
1916,Red Faber,35,0,3,71,5,['P'],['Chicago White Sox']
1916,Roger Peckinpaugh,145,0,285,468,43,['SS'],['New York Yankees']
1916,Rogers Hornsby,144,0,325,315,45,"['2B', '1B', '3B', 'SS']",['St. Louis Cardinals']
1916,Rube Bressler,4,0,0,2,0,['P'],['Philadelphia Athletics']
1916,Rube Marquard,36,0,4,35,2,['P'],['Brooklyn Robins']
1916,Sad Sam Jones,13,0,4,6,0,"['OF', 'P']",['Boston Red Sox']
1916,Sam Crawford,81,0,104,6,2,"['OF', '1B']",['Detroit Tigers']
1916,Sam Rice,51,0,83,11,4,"['OF', 'P']",['Washington Senators']
